"","person_id","daynum","n"
"1",2303448801,4,7
"2",2310100801,4,1
"3",2321061901,6,4
"4",2310151701,1,1
"5",2310743901,2,6
"6",2300046602,2,4
"7",2339948501,1,6
"8",2318241501,5,6
"9",2309526802,6,1
"10",2319795402,6,1
